Model,Network Type,GPRS,Year,Month,Height,Breadth,Width,Weight,Sim,Screen,Screen Size,Resolution_X,Resolution_Y,OS,Chipset,Cores,GPU,External Memory,Hard Disk,Main Memory,GPS,USB Type,Battery Size,NFC,Wifi,Radio,Fingerprint,Accelerometer,Gyroscope,Proximity
Samsung Galaxy Tab,0,0,2013,4,188,111.1,9.9,302,0,TFT,7,600,1024,Android 4.1.2,Marvell PXA986,2,PowerVR SGX540,64,8,1,6,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Xiaomi Mi,35,1,2013,4,126,62,10.2,145,1,IPS LCD,4.3,720,1280,Android 4.1,Qualcomm APQ8064,4,Adre0 320,0,16,2,6,2,2000,0,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Motorola RAZR D,35,1,2013,4,119.3,59.8,9.8,120,3,TFT,4,480,800,Android 4.1,Mediatek MT6577T,2,PowerVR SGX531u,32,4,1,2,2,2000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Core I,35,1,2013,5,129.3,67.6,9,124,3,TFT,4.3,480,800,Android 4.1.2,Qualcomm MSM8225,2,Adre0 203,64,8,1,2,2,1800,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Win I,35,1,2013,5,133.3,70.7,9.7,143.9,3,TFT,4.7,480,800,Android 4.1.2,Qualcomm MSM8625Q,4,Adre0 203,32,8,1,2,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,2310,1,2013,5,136.7,69.6,7.9,130.1,1,Super AMOLED,5,1080,1920,Android 4.2.2,Qualcomm APQ8064T,4,Adre0 320,64,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Exhibit T,35,1,2013,5,121.4,62.5,10.4,119.1,1,TFT,3.8,480,800,Android 4.1.2,0vaThor U8420,2,Mali 400,32,4,1,2,2,1500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Sony Xperia ZR,385,1,2013,5,131.3,67.3,10.5,138,1,TFT,4.55,720,1280,Android 4.1.2,Qualcomm APQ8064,4,Adre0 320,64,8,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia L,35,1,2013,5,128.7,65,9.7,137,1,TFT,4.3,480,854,Android 4.1,Qualcomm MSM8230,2,Adre0 305,32,8,1,2,2,1750,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Tablet Z Wi-Fi,0,0,2013,5,266,172,6.9,495,0,TFT,10.1,1200,1920,Android 4.1.2,Qualcomm APQ8064,4,Adre0 320,64,16,2,6,2,6000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Samsung Galaxy Ace,385,1,2013,6,121.2,62.7,9.8,115,3,TFT,4,480,800,Android 4.2,Broadcom BCM21664,2,Broadcom VideoCore,64,8,1,6,2,1800,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Mega,385,1,2013,6,167.6,88,8,199,1,TFT,6.3,720,1280,Android 4.2.2,Qualcomm 400,2,Adre0 305,64,8,1.5,6,2,3200,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy S,385,1,2013,6,125.5,63.5,15.4,208,1,Super AMOLED,4.3,540,960,Android 4.2.2,Pega Dual,2,Mali 400,64,8,1.5,6,2,2330,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Tab,385,1,2013,6,209.8,123.8,7.4,314,1,TFT,8,800,1280,Android 4.2.2,Exy0s 4212,2,Mali 400,64,16,1.5,6,2,4450,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,1
Samsung Galaxy Tab,385,1,2013,6,243.1,176.1,8,510,1,TFT,10.1,1280,800,Android 4.2.2,Intel Atom,2,PowerVR SGX544,64,16,1,6,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,0,0,2013,6,243.1,176.1,8,510,0,TFT,10.1,1280,800,Android 4.2.2,Intel Atom,2,PowerVR SGX544,64,16,1,6,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung I,385,1,2013,6,139.7,71.3,9.1,153,1,TFT,5,1080,1920,Android 4.2.2,Qualcomm APQ8064T,4,Adre0 320,64,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Tab,35,1,2013,6,243.1,176.1,8,510,1,TFT,10.1,1280,800,Android 4.2.2,Intel Atom,2,PowerVR SGX544,64,16,1,6,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Sony Xperia C,35,1,2013,6,141.5,74.2,8.9,153,2,TFT,5,540,960,Android 4.2.2,Mediatek MT6589,4,PowerVR SGX544,32,4,1,2,2,2390,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia M,35,1,2013,6,124,62,9.3,115,3,TFT,4,480,854,Android 4.1,Qualcomm S4,2,Adre0 305,32,4,1,6,2,1750,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Z Ultra,385,1,2013,6,179.4,92.2,6.5,212,1,IPS LCD,6.4,1080,1920,Android 4.2,Qualcomm MSM8274,4,Adre0 330,64,16,2,6,2,3050,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony SmartWatch,0,0,2013,6,42,41,9,122.5,0,TFT,1.6,220,176,Android OS,-,-,-,0,-,-,0,2,225,1,No,0,0,0,0,0
Samsung I,385,1,2013,7,124.6,61.3,8.9,107,3,Super AMOLED,4.3,540,960,Android 4.2.2,Qualcomm MSM8930AB,2,Adre0 305,64,8,1.5,6,2,1900,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Xiaomi Redmi,35,1,2013,8,137,69,9.9,158,2,IPS LCD,4.7,720,1280,Android 4.2,Mediatek MT6589T,4,PowerVR SGX544,32,4,1,2,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Honor 3,35,1,2013,8,133,67.2,9.9,138,1,IPS LCD,4.7,720,1280,Android 4.2.2,Huawei K3V2E,4,-,32,8,2,6,2,2150,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Motorola Moto X,385,1,2013,8,129.3,65.3,10.4,130,1,TFT,4.7,720,1280,Android 4.2.2,Qualcomm MSM8960DT,2,Adre0 320,0,16,2,6,2,2200,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola DROID Maxx,2310,1,2013,8,137.5,71.2,8.5,167,1,Super AMOLED,5,720,1280,Android 4.2.2,Qualcomm S4,2,Adre0 320,0,16,2,6,2,3500,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola DROID Ultra,2310,1,2013,8,137.5,71.2,7.2,137,1,Super AMOLED,5,720,1280,Android 4.2.2,Qualcomm S4,2,Adre0 320,0,16,2,6,2,2130,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola DROID Mini,2310,1,2013,8,121.3,61.3,8.9,130,1,TFT,4.3,720,1280,Android 4.2,Qualcomm S4,2,Adre0 320,0,16,2,6,2,2000,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Note,2310,1,2013,9,151.2,79.2,8.3,168,1,Super AMOLED,5.7,1080,1920,Android 4.3,Qualcomm 800,8,Adre0 330,64,16,3,6,3,3200,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Note,385,1,2013,9,243.1,171.4,7.9,540,1,TFT,10.1,2560,1600,Android 4.3,Qualcomm 800,8,Adre0 330,64,16,3,6,2,8220,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Gear,0,0,2013,9,56.6,36.8,11.1,73.8,0,Super AMOLED,1.63,320,320,Tizen 4.0,Exy0s,1,-,0,4,0.5,0,0,315,0,No,0,0,1,1,0
Apple iPhone,2310,1,2013,9,123.8,58.6,7.6,112,1,IPS LCD,4,640,1136,iOS 7,Apple A7,2,PowerVR G6430,0,16,1,6,2,1560,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPhone,770,1,2013,9,124.4,59.2,9,132,1,IPS LCD,4,640,1136,iOS 7,Apple A6,2,PowerVR SGX,0,8,1,6,2,1510,0,Wi-Fi 802.11 b/g/n,0,0,1,1,1
Sony Xperia Z,385,1,2013,9,144,74,8.5,170,1,TFT,5,1080,1920,Android 4.2,Qualcomm MSM8974,4,Adre0 330,64,16,2,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Star Pro S,5,1,2013,10,121.2,62.7,10.6,121,3,TFT,4,480,800,Android 4.1.2,-,1,-,32,4,0.5,0,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Core Plus,35,1,2013,10,129.7,66,9.5,132.5,3,TFT,4.3,480,800,Android 4.2,-,2,-,64,-,-,6,2,1800,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Fresh S,35,1,2013,10,121.5,63.1,10.9,126,3,TFT,4,480,800,Android 4.1.2,-,1,-,64,4,0.5,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung I,35,1,2013,10,118,59.5,15.8,179,1,Super AMOLED,3.7,480,800,Android 4.2,Qualcomm MSM8930AB,2,Adre0 305,64,16,1.5,6,2,1820,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Round G,385,1,2013,10,151.1,79.6,7.9,154,1,TFT,5.7,1080,1920,Android 4.3,Qualcomm 800,4,Adre0 330,64,32,3,6,2,2800,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung C,35,1,2013,10,100.9,50.9,17.3,99.8,3,TFT,2.4,240,320,-,-,1,-,32,-,-,0,2,800,0,No,1,-,-,-,-
Samsung Galaxy Express,385,1,2013,10,132.4,65.7,9.8,134.2,1,TFT,4.5,540,960,Android 4.2.2,Qualcomm S4,2,Adre0 305,64,8,1.5,6,2,2100,1,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy Fame Lite S,35,1,2013,10,113.2,61.6,11.9,118.2,1,TFT,3.5,320,480,Android 4.1.2,-,1,-,32,-,-,6,2,1300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Samsung Galaxy Light,385,1,2013,10,121.4,63.5,10.2,121.9,1,TFT,4,480,800,Android 4.2.2,-,4,-,32,8,1,2,2,1800,1,Wi-Fi 802.11 a/b/g/n,0,0,1,0,1
Apple iPad Air,2310,1,2013,10,240,169.5,7.5,469,1,IPS LCD,9.7,1536,2048,iOS 7,Apple A7,2,PowerVR G6430,0,16,1,6,2,8600,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Grand,385,1,2013,11,146.8,75.3,8.9,163,3,TFT,5.25,720,1280,Android 4.3,Qualcomm MSM8226,4,Adre0 305,64,8,1.5,6,2,2600,0,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy S Duos,35,1,2013,11,121.5,63.1,10.6,118,2,TFT,4,480,800,Android 4.2.2,BCM 28155,2,Broadcom VideoCore,64,4,0.75,6,2,1500,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Apple iPad mini,2310,1,2013,11,200,134.7,7.5,331,1,IPS LCD,7.9,1536,2048,iOS 7,Apple A7,2,PowerVR G6430,0,16,1,6,2,6470,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Motorola Moto G,210,1,2013,11,129.9,65.9,11.6,143,1,IPS LCD,4.5,720,1280,Android 4.3,Qualcomm MSM8226,4,Adre0 305,0,8,1,6,2,2070,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy J,385,1,2013,12,137,70,8.6,146,1,Super AMOLED,5,1080,1920,Android 4.3,Qualcomm MSM8974,4,Adre0 330,64,16,3,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy S,385,1,2013,12,139.7,71.3,9.1,147,1,TFT,5,1080,1920,Android 4.2.2,Qualcomm MSM8974,4,Adre0 330,64,16,2,6,2,2600,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Win Pro G,35,1,2013,12,132.7,66.5,9.7,139,2,TFT,4.5,540,960,Android 4.2.2,-,4,-,64,8,1.5,6,2,2100,0,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Samsung Galaxy Core Advance,35,1,2013,12,133.3,70.5,9.7,145,1,TFT,4.7,480,800,Android 4.2,-,2,-,64,8,1,6,2,2000,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Mi,35,1,2013,12,144,73.6,8.1,145,1,IPS LCD,5,1080,1920,Android 4.3,Qualcomm MSM8274AB,4,Adre0 330,0,16,2,6,2,3050,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Honor 3C,35,1,2013,12,139.5,71.4,9.2,140,2,IPS LCD,5,720,1280,Android 4.2.2,Mediatek MT6582,4,Mali 400,32,8,2,2,2,2300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor 3X G750,35,1,2013,12,149.5,77.4,8.9,162,2,IPS LCD,5.5,720,1280,Android 4.2.2,Mediatek MT6592,8,Mali 450,64,8,2,2,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy Grand Neo,35,1,2014,1,143.7,77.1,9.6,163,3,TFT,5.01,480,800,Android 4.2,Broadcom BCM23550,4,Broadcom VideoCore,64,8,1,6,2,2100,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Note,385,1,2014,1,148.4,77.4,8.6,162.5,1,Super AMOLED,5.5,720,1280,Android 4.3,Exy0s 5260,6,Mali T624,64,16,2,6,2,3100,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Tab,0,0,2014,1,193.4,116.4,9.7,310,0,TFT,7,600,1024,Android 4.2,Marvell PXA986,2,Vivante GC1000,32,8,1,3,2,3600,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
Samsung Galaxy Tab Pro,0,0,2014,1,243.1,171.4,7.3,469,0,TFT,10.1,2560,1600,Android 4.4,Exy0s 5420,8,Mali T628,64,16,2,3,2,8220,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Note Pro,385,1,2014,1,295.6,204,8,753,1,TFT,12.2,2560,1600,Android 4.4,Qualcomm 800,4,Adre0 330,64,32,3,6,3,9500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Note,2310,1,2014,1,153.5,78.6,8.5,176,1,Super AMOLED,5.7,1440,2560,Android 4.4.4,Qualcomm APQ8084,4,Adre0 420,256,32,3,6,2,3220,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Tab Pro,0,0,2014,1,219,128.5,7.2,331,0,TFT,8.4,1600,2560,Android 4.4,Qualcomm 800,4,Adre0 330,64,16,2,3,2,4800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Camera,0,0,2014,1,132.5,71.2,19.3,283,0,TFT,4.8,720,1280,Android 4.3,-,4,-,64,8,2,3,2,2000,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Tab,35,1,2014,1,193.4,116.4,9.7,322,1,TFT,7,600,1024,Android 4.2,Marvell PXA986,2,Vivante GC1000,32,8,1,6,2,3600,0,Wi-Fi 802.11 b/g/n,0,0,1,0,0
Samsung Galaxy Note Pro,0,0,2014,1,295.6,203.9,8,750,0,TFT,12.2,2560,1600,Android 4.4,Exy0s 5420,8,Mali T628,64,32,3,3,3,9500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Note,35,1,2014,1,148.4,77.4,8.6,162.5,2,Super AMOLED,5.5,720,1280,Android 4.3,Qualcomm MSM8228,4,Adre0 305,64,16,2,6,2,3100,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Tab Pro,0,0,2014,1,295.4,203.7,7.9,730.2,0,TFT,12.2,2560,1600,Android 4.4.2,Exy0s 5420,8,Mali T628,64,32,3,3,3,9500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Tab Pro,385,1,2014,1,219,128.5,7.2,335,1,TFT,8.4,1600,2560,Android 4.4,Qualcomm 800,4,Adre0 330,64,16,2,6,2,4800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Tab Pro,35,1,2014,1,295.6,204,8,732,1,TFT,12.2,2560,1600,Android 4.4,Exy0s 5420,8,Mali T628,64,32,3,6,3,9500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Note Pro,35,1,2014,1,295.5,204,8,753,1,TFT,12.2,2560,1600,Android 4.4,Exy0s 5420,8,Mali T628,64,32,3,6,3,9500,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Samsung Galaxy Tab Pro,385,1,2014,1,243.1,171.4,7.3,477,1,TFT,10.1,2560,1600,Android 4.4,Qualcomm 800,4,Adre0 330,64,16,2,6,2,8220,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Sony Xperia Z,385,1,2014,1,127,64.9,9.5,137,1,IPS LCD,4.3,720,1280,Android 4.3,Qualcomm MSM8974,4,Adre0 330,64,16,2,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia T,385,1,2014,1,165.2,83.8,7.7,171.7,1,IPS LCD,6,720,1280,Android 4.3,Qualcomm MSM8928,4,Adre0 305,32,8,1,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia E,35,1,2014,1,118,62.4,12,120,1,TFT,4,480,800,Android 4.3,Qualcomm MSM8210,2,Adre0 302,32,4,0.5,6,2,1700,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia T,35,1,2014,1,165.2,83.8,7.7,171.8,2,IPS LCD,6,720,1280,Android 4.3,Qualcomm MSM8228,4,Adre0 305,32,8,1,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia E,35,1,2014,1,118,62.4,12,122,2,TFT,4,480,800,Android 4.3,Qualcomm MSM8210,2,Adre0 302,32,4,0.5,6,2,1750,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2014,1,145.7,73.9,8.6,162,1,TFT,5,1080,1920,Android 4.3,Qualcomm MSM8974,4,Adre0 330,64,32,2,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony D,35,1,2014,1,-,-,-,-,1,TFT,4.4,540,960,Android 4.4.2,Qualcomm MSM8926,4,Adre0 305,0,8,1,6,2,-,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto G Dual SIM,35,1,2014,1,129.9,65.9,11.6,143,2,IPS LCD,4.5,720,1280,Android 4.4.2,Qualcomm MSM8226,4,Adre0 305,0,8,1,6,2,2070,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S,2310,1,2014,2,142,72.4,7.9,144.9,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm MSM8974AC,4,Adre0 330,256,16,2,6,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Core LTE,385,1,2014,2,132.9,66.3,9.8,137,1,TFT,4.5,540,960,Android 4.2.2,-,2,-,64,8,1,6,2,2100,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung S,35,1,2014,2,118.9,49.7,12.9,91,1,TFT,2.4,240,320,-,-,1,-,16,-,-,0,2,1000,0,No,1,-,-,-,-
Samsung Gear,0,0,2014,2,58.7,37.9,9.9,55,0,Super AMOLED,1.63,320,320,Tizen 4.0,Exy0s 3250,2,Mali 400,0,4,0.5,0,0,300,0,No,0,0,1,1,0
Samsung Galaxy Star Trios S,35,1,2014,2,106,61,11,105,1,TFT,3.14,240,320,Android 4.1.2,Qualcomm MSM7225A,1,Adre0 200,32,4,0.5,2,2,1300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,0
Sony Xperia Z,385,1,2014,2,146.8,73.3,8.2,163,1,IPS LCD,5.2,1080,1920,Android 4.4.2,Qualcomm MSM8974AB,4,Adre0 330,256,16,3,6,2,3200,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Sony Xperia M,385,1,2014,2,139.7,71.1,8.6,148,1,TFT,4.8,540,960,Android 4.3,Qualcomm MSM8926,4,Adre0 305,32,8,1,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony Xperia Z,385,1,2014,2,266,172,6.4,439,1,TFT,10.1,1200,1920,Android 4.4.2,Qualcomm MSM8974AB,4,Adre0 330,64,16,3,6,2,6000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Sony Xperia M,35,1,2014,2,139.7,71.1,8.6,148,2,TFT,4.8,540,960,Android 4.3,Qualcomm MSM8226,4,Adre0 305,32,8,1,6,2,2300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Sony SmartWatch,0,0,2014,2,51,36,10,76,0,TFT,1.6,320,320,Android Wear,-,4,-,0,4,0.5,1,2,420,1,Wi-Fi 802.11 b/g,0,0,1,1,0
Sony Xperia Z,0,0,2014,2,266,172,6.4,426,0,TFT,10.1,1200,1920,Android 4.4.2,Qualcomm APQ8074AB,4,Adre0 330,64,16,3,3,2,6000,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,0
Samsung Galaxy S,35,1,2014,3,142,72.5,8.1,145,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Exy0s 5422,8,Mali T628,256,16,2,6,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung I,35,1,2014,3,121.6,63,9.9,112,1,Super AMOLED,4,480,800,Android 4.2.2,-,2,-,32,8,1,6,2,1500,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Xiaomi Mi Pad,0,0,2014,3,202,135.4,8.5,360,0,IPS LCD,7.9,1536,2048,Android 4.4.4,Nvidia Tegra,4,ULP GeForce,256,16,2,0,2,6700,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Xiaomi Redmi Note,35,1,2014,3,154,78.7,9.5,199,2,IPS LCD,5.5,720,1280,Android 4.2,Mediatek MT6592,8,Mali 450,32,8,1,6,2,3100,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy S,385,1,2014,4,142,72.5,8.1,145,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm MSM8974AC,4,Adre0 330,256,16,2,30,3,2800,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Tab,0,0,2014,4,186.9,107.9,9,276,0,TFT,7,800,1280,Android 4.4.2,Marvell PXA1088,4,-,32,8,1.5,3,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung I,35,1,2014,4,136.6,70.8,8.6,132,2,Super AMOLED,4.8,720,1280,Android 4.3,Qualcomm MSM8226,4,Adre0 305,64,16,1.5,6,2,2100,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy Tab,0,0,2014,4,243.4,176.4,8,487,0,TFT,10.1,1280,800,Android 4.4.2,Qualcomm 400,4,Adre0 305,64,16,1.5,3,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy K zoom,385,1,2014,4,137.5,70.8,16.6,200,1,Super AMOLED,4.8,720,1280,Android 4.4.2,Exy0s 5260,6,Mali T624,64,8,2,6,2,2430,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Tab,35,1,2014,4,186.9,107.9,9,276,1,TFT,7,800,1280,Android 4.4.2,Marvell PXA1088,4,Vivante GC1000,32,8,1.5,6,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,385,1,2014,4,243.4,176.4,8,487,1,TFT,10.1,1280,800,Android 4.4.2,-,4,-,64,16,1.5,6,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,385,1,2014,4,210,124,8,320,1,TFT,8,800,1280,Android 4.4.2,-,4,-,64,16,1.5,6,2,4450,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,385,1,2014,4,186.9,107.9,9,276,1,TFT,7,800,1280,Android 4.4.2,Exy0s 3470,4,Mali 400,64,8,1.5,6,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,0,0,2014,4,210,124,8,320,0,TFT,8,800,1280,Android 4.4.2,Qualcomm 400,4,Adre0 305,64,16,1.5,3,2,4450,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Gear,0,0,2014,4,58.4,36.9,10,68,0,Super AMOLED,1.63,320,320,Tizen 4.0,Exy0s 3250,2,Mali 400,0,4,0.5,0,0,300,0,No,0,0,1,1,0
Samsung Galaxy Beam,35,1,2014,4,134.5,70,11.6,165,1,TFT,4.66,480,800,Android 4.2.2,-,4,-,64,-,-,6,2,2600,0,Wi-Fi 802.11 b/g/n,0,0,1,1,1
Samsung Galaxy Tab,35,1,2014,4,243.4,176.4,8,487,1,TFT,10.1,1280,800,Android 4.4.2,-,4,-,64,16,1.5,6,2,6800,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Tab,35,1,2014,4,210,124,8,320,1,TFT,8,800,1280,Android 4.4.2,-,4,-,64,16,1.5,6,2,4450,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy Ace Style,35,1,2014,4,121.2,62.7,10.7,123,1,TFT,4,480,800,Android 4.4.2,-,2,-,64,4,0.5,6,2,1500,1,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung ATIV SE,2310,1,2014,4,137.7,69.9,8.4,135.8,1,TFT,5,1080,1920,Windows 8,Qualcomm 800,4,Adre0 330,64,16,2,2,2,2600,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,1
Samsung Guru Music,5,0,2014,5,112.7,46.4,13.1,75,2,TFT,2,128,160,-,-,1,-,16,-,-,0,2,800,0,No,1,-,-,-,-
Samsung Galaxy S,385,1,2014,5,145.3,73.4,8.9,170.1,1,Super AMOLED,5.1,1080,1920,Android 4.4.2,Qualcomm 801,4,Adre0 330,256,16,2,6,2,2800,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Metro,5,1,2014,5,112.7,46.4,13.1,74,2,TFT,2,128,160,-,-,1,-,16,-,-,0,2,1000,0,No,1,-,-,-,-
Xiaomi Redmi,35,1,2014,5,137,69,9.9,158,2,IPS LCD,4.7,720,1280,Android 4.3,Qualcomm MSM8228,4,Adre0 305,64,8,1,6,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Honor 3C 4G,385,1,2014,5,139.5,71.4,9.2,140,1,IPS LCD,5,720,1280,Android 4.4.2,HiSilicon Kirin,4,Mali 450,32,8,1,2,2,2300,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Motorola Moto E,35,1,2014,5,124.8,64.8,12.3,142,1,IPS LCD,4.3,540,960,Android 4.4.2,Qualcomm 200,2,Adre0 302,32,4,1,6,2,1980,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
